,Title,Album,Artist,Duration (ms),Rating,Play Count,Removed
0,Jaan-E-Jaan,Saawariya (Original Motion Picture Soundtrack),Kunal Ganjawala,359000,0,1,
0,Jaana Hai,Dum Maaro Dum,Zubeen Garg,373000,0,0,
0,Jaanam,Detective Byomkesh Bakshy,Suryakant Sawhney,208000,5,3,
0,Jaane Kyon Log Pyar,Dil Chahta Hai,Udit Narayan,289000,1,1,
0,Jaane Kyun,Dostana (Original Motion Picture Soundtrack),Vishal &amp; Shekhar,277000,0,1,
0,Jaane Nahin Denge Tujhe,3 Idiots,Sonu Nigam,210000,0,4,
0,Jaane Tu Mera Kya Hai (Aditi),Jaane Tu... Ya Jaane Na,Runa,218000,0,0,
0,Jaane Tu Meri Kya Hai (Jai),Jaane Tu... Ya Jaane Na,Sukhwinder Singh,342000,0,2,
0,Jaane Ye Kya Hua,Karthik Calling Karthik,K.K.,242000,0,0,
0,Jaaneman Aah (Film Version),Dishoom,Antara Mitra,230000,0,0,
0,Jaaneman Aah,Dishoom,Antara Mitra,230000,0,0,
0,Jaata Hai Tujh Tak (Film Version),Murder 3 (Original Motion Picture Soundtrack),Pritam,288000,0,0,
0,Jaata Hai Tujh Tak,Murder 3 (Original Motion Picture Soundtrack),Pritam,289000,0,0,
0,Jab Se Tere Naina,Saawariya (Original Motion Picture Soundtrack),Shaan,284000,0,1,
0,Jab Tak (Redux),M.S.Dhoni - The Untold Story,Armaan Malik,218000,1,0,
0,Jab Tak Hai Jaan - The Poem,Jab Tak Hai Jaan,Shahrukh Khan,134000,0,1,
0,Jab Tak Hai Jaan,Jab Tak Hai Jaan,Javed Ali,231000,0,3,
0,Jab Tak,M.S.Dhoni - The Untold Story,Armaan Malik,174000,0,11,
0,Jab Tum Chaho,Prem Ratan Dhan Payo,Palak Muchhal,307000,0,1,
0,Jab Tum Hote Ho,Rustom,Shreya Ghoshal,260000,0,2,
0,Jabardast Fan - Bhojpuri Version,Fan,Manoj Tiwari,225000,1,0,
0,Jabra Fan,Fan,Nakash Aziz,225000,0,9,
0,Jabraa Fan - Marathi Version,Fan,Avdhoot Gupte,225000,1,2,
0,Jabro Fan - Gujarati Version,Fan,Arvind Vegda,225000,1,1,
0,Jadu Hai Nasha Hai,Jism (Original Motion Picture Soundtrack),Shreya Ghoshal,329000,0,2,
0,Jag Ghoomeya (Female),Sultan,Neha Bhasin,254000,0,1,
0,Jag Ghoomeya,Sultan,Rahat Fateh Ali Khan,281000,0,4,
0,Jag Ja,Omkara,Vishal Bhardwaj,271856,0,0,
0,Jag Mag,Qaidi Band,Arijit Singh &amp; Yashita Sharma,192000,0,2,
0,Jag Soona Soona Lage,Om Shanti Om,Rahat Fateh Ali Khan,329000,0,4,
0,Jagaao Mere Des Ko,Coke Studio India Season 3: Episode 1,A.R. Rahman,405000,0,1,
0,Jagaave Saari Raina,Dedh Ishqiya,Rekha Bhardwaj,338000,0,1,
0,Jaisi Teri Marzi,Manmarziyaan,Harshdeep Kaur &amp; Bhanu Pratap Singh,230295,0,1,
0,Jal Rahin Hain (Baahubali - The Beginning),Baahubali - The Beginning,Kailash Kher,200000,5,7,
0,Jala Di,Manmarziyaan,Romy &amp; Jatinder Shah,229381,0,3,
0,Jalte Diye,Prem Ratan Dhan Payo,Vineet Singh,336000,0,1,
0,Jam (Remastered Version),Michael Jackson&#39;s This Is It,Michael Jackson,338000,0,0,Yes
0,Jame Raho,Taare Zameen Par,Vishal Dadlani,180000,0,2,
0,Jamma Jamma-(Slow),Lucia,Naveen Sajju,183000,0,5,
0,Jamma Jamma,Lucia,Naveen Sajju,253000,5,15,
0,Jamming,Legend,Bob Marley &amp; The Wailers,211000,0,0,
0,Jana Jane Jana,Murder (Original Motion Picture Soundtrack),Amir Jamal,265000,0,2,
0,Janam Janam Reprise,Phata Poster Nikhla Hero,Sunidhi Chauhan,186000,0,2,
0,Janam Janam Sad,Phata Poster Nikhla Hero,Atif Aslam,104000,1,0,
0,Janam Janam,Phata Poster Nikhla Hero,Atif Aslam,288000,0,2,
0,Jane Kahan Gaye Woh Din,Mera Naam Joker (Original Motion Picture Soundtrack),Mukesh,218000,1,0,
0,Jannat Jahan,Jannat (Original Motion Picture Soundtrack),Pritam,223000,0,1,
0,Jashn-E-Bahaaraa,Jodhaa Akbar,Javed Ali,315088,5,8,
0,Jashn-e-Ishqa,Gunday,"Javed Ali,Shadab Faridi",261000,0,1,
0,Jasn-E-Bahaaraa (Instrumental - Flute),Jodhaa Akbar,A. R. Rahman,315088,0,2,
0,Jata Kahan Hai (From &quot;Bombay Velvet&quot;),Jata Kahan Hai (From &quot;Bombay Velvet&quot;),Neeti Mohan,222000,5,12,
0,Jatt Jaguar,Mubarakan,Navraj Hans,281000,0,1,
0,Je T&#39;aime,Befikre,"Vishal Dadlani, Sunidhi Chauhan",241000,0,0,
0,Jee Karda (Rock Version),Badlapur,Divya Kumar,239359,0,4,
0,Jee Karda,Badlapur,Divya Kumar,241136,5,21,
0,Jee Le Zaraa (Remix By Mikey Mccleary),Talaash,Vishal Dadlani,235000,1,1,
0,Jee Le Zaraa,Talaash,Vishal Dadlani,215000,5,22,
0,Jee Lein,OK Jaanu (Original Motion Picture Soundtrack),Arjun Chandy,286000,0,0,
0,Jee Ve Sohaneya,Jab Harry Met Sejal (Original Motion Picture Soundtrack),Pritam,249000,0,2,
0,Jeena Jeena (Remix),Badlapur,Atif Aslam,218697,1,0,
0,Jeena Jeena,Badlapur,Atif Aslam,229041,5,16,
0,Jeena Yahan Marna Yahan,Mera Naam Joker (Original Motion Picture Soundtrack),Mukesh,268000,0,3,
0,Jhalla Wallah (Remix),Ishaqzaade (Original Motion Picture Soundtrack),Amit Trivedi,240000,1,0,
0,Jhalla Wallah,Ishaqzaade (Original Motion Picture Soundtrack),Amit Trivedi,351000,0,2,
0,Jhelum,Haider (Original Motion Picture Soundtrack),Vishal Bhardwaj,266000,5,10,
0,Jhuk Na Paunga,Raid,Papon,264000,0,0,
0,Jhumritalaiyya,Jagga Jasoos,Mohan Kanan,239000,5,6,
0,Jimmy Ka Tashan,Tashan,Saif Ali Khan,13000,1,0,
0,Jitni Dafa (Parmanu),Parmanu,"Yasser Desai, Jeet Gannguli",222000,0,0,
0,Jive With Me (Kaalakaandi),Kaalakaandi,Abhishek Nailwal,251000,0,0,
0,Jiya Dhadak Dhadak Jaye,Kalyug (Original Motion Picture Soundtrack),Rahat Fateh Ali Khan,319000,0,3,
0,Jiya Jale,Dil Se,A. R. Rahman,309000,0,5,
0,Jiya Lage Na,Talaash,Sona Mohapatra &amp; Ravindra Upadhyay,276000,0,1,
0,Jiya Re,Jab Tak Hai Jaan,Neeti Mohan,319000,5,9,
0,Jiya Tu,Gangs Of Wasseypur,Manoj Tiwari,319000,5,21,
0,Jiya,Gunday,Arijit Singh,283000,0,0,
0,Jiyein Kyun,Dum Maaro Dum,Papon,264000,5,0,
0,Jiyein Kyun,Bollywood Unplugged,Papon,343000,0,2,
0,Jo Bhi Main,Rockstar,Mohit Chauhan,273000,5,27,
0,Jogi (Shaadi Mein Zaroor Aana),Shaadi Mein Zaroor Aana,"Yasser Desai, Aakanksha Sharma",273000,0,1,
0,Jogi Feat. Aakanksha Sharma (Shaadi Mein Zaroor Aana),Shaadi Mein Zaroor Aana,Aakanksha Sharma,224000,0,1,
0,Jogi Feat. Shafqat Amanat Ali (Shaadi Mein Zaroor Aana),Shaadi Mein Zaroor Aana,Shafqat Amanat AliÂ ,229000,0,1,
0,Jogi Mahi,Bachna Ae Haseeno,Sukhwinder Singh,294000,0,2,Yes
0,Johnny Breakbeat Mera Naam(Remix By Gulraj Singh),Johnny Gaddaar,Gulraj Singh,207000,1,1,
0,Johnny Gaddaar,Johnny Gaddaar,Suraj Jagan,297000,0,1,
0,Johny In The House(Remix By Dj Shane),Johnny Gaddaar,Dj Shane,403000,1,0,
0,Journey Song (Piku),Piku,"Anupam Roy, Shreya Ghoshal",252000,1,0,
0,Judaai,Badlapur,Rekha Bhardwaj &amp; Arijit Singh,271438,5,7,
0,Judai (Kilogram Mix),Jannat (Original Motion Picture Soundtrack),Pritam,278000,1,0,
0,Judai,Jannat (Original Motion Picture Soundtrack),Pritam,302000,0,1,
0,Jugni (Remix By Dj A-Myth),Oye Lucky Lucky Oye,Des Raj Lachkani,280000,1,0,
0,Jugni,Oye Lucky Lucky Oye,Des Raj Lachkani,305000,0,5,
0,Jugni,Queen,Amit Trivedi,262000,0,2,
0,Julia,Rangoon,Vishal Bhardwaj,352000,5,10,
0,Jumme Ki Raat (Remix By Kiran Kamath),Kick,Palak Muchhal,199000,1,0,
0,Jumme Ki Raat (Remix By Kiran Kamath),Kick,Palak Muchhal,198000,1,0,
0,Jumme Ki Raat,Kick,Palak Muchhal,273000,1,1,
0,Jumme Ki Raat,Kick,Palak Muchhal,273000,0,3,
0,Junooni,Qaidi Band,Arijit Singh &amp; Yashita Sharma,296000,5,10,
0,Just Go to Hell Dil,Dear Zindagi (Original Motion Picture Soundtrack),Amit Trivedi,335000,0,1,
0,Just Good Friends (2012 Remaster),Bad (Remastered),Michael Jackson,246000,0,0,
0,Kaabil Hoon (Sad Version),Kaabil,Jubin Nautiyal,97000,0,3,
0,Kaabil Hoon,Kaabil,Palak Muchhal,314000,5,11,
0,Kaaga,Mirzya - Dare To Love,Kaushiki Chakraborty,169000,0,0,
0,Kaala Doreya (Kaalakaandi),Kaalakaandi,Neha Bhasin,147000,0,0,
0,Kaala Rey,Gangs Of Wasseypur - 2,Sneha Khanwalkar,308000,5,12,
0,Kaalakaandi,Kaalakaandi,"Shashwat Sachdev, Vivek Hariharan, Romy, Arun Kamath",147000,0,1,
0,Kaara Fankaara,OK Jaanu (Original Motion Picture Soundtrack),Hard Kaur,347000,0,0,
0,Kaate Na Kaate Raina,Mera Naam Joker (Original Motion Picture Soundtrack),Asha Bhosle,613000,1,0,
0,Kaavaan Kaavaan (Remix),Lucknow Central,Renesa,196000,0,0,
0,Kaavaan Kaavaan,Lucknow Central,Divya Kumar,258000,0,0,
0,Kabhi Alvida Naa Kehna,My Name Is Khan (Original Motion Picture Soundtrack),Shankar Ehsaan Loy,483000,0,0,
0,Kabhi Kabhi Aditi,Jaane Tu... Ya Jaane Na,Rashid Ali,218000,0,5,
0,Kabira (Encore),Yeh Jawaani Hai Deewani,Arijit Singh,270000,0,3,
0,Kabira,Yeh Jawaani Hai Deewani,Tochi Raina,223000,5,10,
0,Kadam,Karwaan,Prateek Kuhad,214000,0,0,
0,Kahaan Hoon Main,Highway,Jonita Gandhi,327000,0,3,
0,Kahaani (Aankhon Ke Pardon Pe),Udaan,Amit Trivedi,207000,5,8,
0,Kahin Aag Lage Lag Jaaye,Taal,Asha Bhosle,435000,0,0,
0,Kahin To,Jaane Tu... Ya Jaane Na,Vasundhara Das,303000,5,4,
0,Kaho Na Kaho (Instrumental),Murder (Original Motion Picture Soundtrack),Anu Malik,311000,1,1,
0,Kaho Na Kaho (Remix),Murder (Original Motion Picture Soundtrack),Amir Jamal,323000,0,0,
0,Kaho Na Kaho (with Dialogues),Murder (Original Motion Picture Soundtrack),Amir Jamal,408000,1,1,
0,Kaho Na Kaho,Murder (Original Motion Picture Soundtrack),Amir Jamal,312000,0,2,
0,Kaise Mujhe (Instrumental),Ghajini,A.R. Rahman,241000,1,3,
0,Kaise Mujhe,Ghajini,Shreya Ghoshal,343000,5,12,
0,Kaisi Hai Ye Rut,Dil Chahta Hai,Srinivas,328000,1,1,
0,Kaisi Hai Ye Udaasi,Karthik Calling Karthik,Kailash Kher,365000,0,3,
0,Kajar Bina Kare,Rock @ Coke Studio India,Salim Sadruddin Merchant,386000,0,0,
0,Kajra Re,Bunty Aur Babli,"Alisha Chinai, Shankar Mahadevan, Javed Ali",482000,0,1,
0,Kal Ho Naa Ho,My Name Is Khan (Original Motion Picture Soundtrack),Shankar Ehsaan Loy,321000,0,0,
0,Kala Chashma,Baar Baar Dekho Soundtrack,Badshah,187000,0,2,
0,Kalapi,Coke Studio India Season 3: Episode 3,Clinton Cerejo,361000,0,2,
0,Kamariya,Stree,Sachin Sanghvi,188000,5,13,
0,Kaminey,Kaminey,Vishal Bhardwaj,356000,0,2,
0,Kamlee,Happy New Year,Kanika Kapoor,223000,0,1,
0,Kamli,Dhoom 3,Sunidhi Chauhan,235000,0,1,
0,Kandhon Se Milte Hain Kandhe,Lakshya (Original Motion Picture Soundtrack),Shankar Ehsaan Loy,340000,0,1,
0,Kar Chalna Shuru Tu,Ek Main Aur Ekk Tu,Vishal Dadlani,296000,0,1,
0,Kar Gayi Chull,Kapoor &amp; Sons (Since 1921) (Original Motion Picture Soundtrack),Badshah,187000,0,1,
0,Kar Har Maidaan Fateh,Sanju,Shreya Ghoshal,312000,5,9,
0,Kariye Na,Taal,Sukhwinder singh,435000,0,1,
0,Karle Jugaad Karle,Fukrey,Kailash Kher,359000,0,0,
0,Karthik 2,Karthik Calling Karthik,Karsh Kale,244000,0,0,
0,"Karthik Calling Karthik (Theme Remix)[Remix By Midival Punditz,Karsh Kale]",Karthik Calling Karthik,Suraj Jagan,345000,1,1,
0,Karthik Calling Karthik,Karthik Calling Karthik,Suraj Jagan,189000,0,5,
0,Kashmir Main Tu Kanyakumari,Chennai Express,Sunidhi Chauhan,307000,0,2,
0,Kashmir,Mothership (Remastered),Led Zeppelin,517000,0,0,
0,Kashmir,Physical Graffiti (Remastered),Led Zeppelin,517000,0,2,
0,Kashmir,Physical Graffiti,Led Zeppelin,508000,0,5,
0,Kasumbi (Parmanu),Parmanu,Divya Kumar,253000,0,2,
0,Kata Kata,Raavan,Ila Arun,311000,0,0,
0,Katiya Karun,Rockstar,Harshdeep Kaur,238000,5,22,
0,Kattey,Rock @ Coke Studio India,Ram SampathÂ ,295000,0,0,
0,Kattey,Coke Studio India Season 3: Episode 2,Ram SampathÂ ,295000,0,0,
0,Katyu Chuko (Laila Majnu),Laila Majnu,Mohammad Muneem,184000,0,0,
0,Kaun Hain Voh (Baahubali - The Beginning),Baahubali - The Beginning,"Kailash Kher, Mounima",198000,0,1,
0,Kaun Mera,Bollywood Unplugged,Papon,344000,0,0,
0,Kaun Mera,Special 26,Chaitra Ambadipudi,176000,0,1,
0,Kaun Mera,Special 26,Angaraag Mahanta,172000,0,0,
0,Kaun Mera,Special 26,Sunidhi Chauhan,151000,0,1,
0,Kaun Nachdi,Sonu Ke Titu Ki Sweety,Guru Randhawa,183000,0,1,
0,Kaun Tujhe,M.S.Dhoni - The Untold Story,Palak Muchhal,241000,0,5,
0,Keh Ke Lunga,Gangs Of Wasseypur,Sneha Khanwalkar,287000,5,16,
0,Kehta Hai Joker Sara Zamana,Mera Naam Joker (Original Motion Picture Soundtrack),Mukesh,328000,0,0,
0,Kha Kha Ga,Bombay Velvet,Neeti Mohan,255921,5,32,
0,Khaabon Ke Parinday,Zindagi Na Milegi Dobara,Alyssa Mendonsa,251000,0,1,
0,Khaana Khaake,Jagga Jasoos,Pritam,199000,5,3,
0,Khabar Nahi,Dostana (Original Motion Picture Soundtrack),Vishal &amp; Shekhar,259000,0,5,
0,Khalbali,Rang De Basanti (Original Motion Picture Soundtrack),A.R. Rahman,379000,5,10,
0,Khali Khali,Babumoshai Bandookbaaz (Original Motion Picture Soundtrack),Mohit Chauhan,309000,0,4,
0,Khalibali,Padmaavat,Shivam Pathak,258000,5,24,
0,Khamakha,Matru Ki Bijlee Ka Mandola (Original Motion Picture Soundtrack),Vishal Bhardwaj,359000,0,0,
0,Khamoshiyan (Unplugged),Khamoshiyan (Original Motion Picture Soundtrack),Jeet Gannguli,150000,0,0,
0,Khamoshiyan,Khamoshiyan (Original Motion Picture Soundtrack),Jeet Gannguli,335000,0,0,
0,Khan Theme,My Name Is Khan (Original Motion Picture Soundtrack),Shankar Ehsaan Loy,163000,0,0,
0,Khari Khari,Coke Studio India Season 3: Episode 6,Amit Trivedi,438000,5,4,
0,Khatar Patar,Sui Dhaaga - Made in India,Papon,335000,0,1,
0,Khel Khel Mein,Wazir,Amitabh Bachchan,234000,0,3,
0,Khel Khel MeinÂ  (Gold),Gold,"KK, Sachin Sanghvi, Jigar Saraiya",192000,0,1,
0,Khelenge Khelenge Female,Iqbal,Sunidhi Chauhan,319000,0,0,
0,Khelenge Khelenge,Iqbal,Sukwinder Singh,294000,0,0,
0,Kheya Hain (Baahubali - The Beginning),Baahubali - The Beginning,"Neeti Mohan, Kaala Bhairava",331000,0,0,
0,Khilli Re,Raavan,Reena Bhardwaj,249000,0,1,
0,Kho Gaye Hum Kahan,Baar Baar Dekho Soundtrack,Jasleen Royal,213000,0,0,
0,Kholo Kholo,Taare Zameen Par,Raman Mahadevan,312000,5,17,
0,Khoon Chala,Rang De Basanti (Original Motion Picture Soundtrack),A.R. Rahman,189000,0,0,
0,Khoon Choos Le,Go Goa Gone (Original Motion Picture Soundtrack),Sachin Jigar,198000,0,0,
0,Khoya Khoya,Chef,Shahid Mallya,187000,0,1,
0,Khoya Ujaala,Helicopter Eela (Original Motion Picture Soundtrack),Palomi,253000,0,1,
0,Khuda Jaane Revisited - Remixed by: Abhijit Nalani,Bachna Ae Haseeno,Kk,281000,1,1,Yes
0,Khuda Jaane,Bachna Ae Haseeno,Kk,333000,5,15,Yes
0,Khudara (Mulk),Mulk,Vishal Dadlani,311000,0,1,
0,Khul Kabhi,Haider (Original Motion Picture Soundtrack),Arijit Singh,368000,5,10,
0,Khulke Dulke,Befikre,"Gippy Grewal, Harshdeep Kaur",194000,0,0,
0,Khush Bhi To Ma Nahi Hu (Dialogues),Murder (Original Motion Picture Soundtrack),Mallika Sherawat,75000,0,0,
0,Khushamdeed,Go Goa Gone (Original Motion Picture Soundtrack),Sachin Jigar,215000,0,0,
0,Khwaja Mere Khwaja,Jodhaa Akbar,A. R. Rahman,416496,5,13,
0,KikliKalerdi (Punjabi Version),Luv Shuv Tey Chicken Khurana,Amit Trivedi,244000,0,1,
0,KikliKalerdi,Luv Shuv Tey Chicken Khurana,Amit Trivedi,244000,5,3,
0,Kill Dil,Kill Dil,"Sonu Nigam, Shankar Mahadevan",349000,5,21,
0,Killer Queen,Greatest Hits 1 &amp; 2,Queen,181000,0,0,
0,Kinare,Queen,Mohan Kanan,212000,5,13,
0,Kisi Se Pyar Ho Jaye,Kaabil,Jubin Nautiyal,250000,0,0,
0,Kitni Baatein (Reprise),Lakshya (Original Motion Picture Soundtrack),Shankar Ehsaan Loy,251000,0,1,
0,Kitni Baatein,Lakshya (Original Motion Picture Soundtrack),Shankar Ehsaan Loy,347000,0,0,
0,Kkl,Gangs Of Wasseypur - 2,Sneha Khanwalkar,204000,0,6,
0,Koi Kahe Kehta Rahe,Dil Chahta Hai,K.K.,346000,0,2,
0,Kuch Din,Kaabil,Jubin Nautiyal,288000,0,4,
0,Kuch Kam,Dostana (Original Motion Picture Soundtrack),Vishal &amp; Shekhar,341000,0,1,
0,Kuch Kuch Hota Hai,My Name Is Khan (Original Motion Picture Soundtrack),Jatin-Lalit,297000,0,0,
0,Kuchh Toh Hua Hai,Bollywood Unplugged,Ankit Tiwari,371000,0,1,
0,Kun Faya Kun,Rockstar,A.R. Rahman,470000,5,25,
0,Kundali,Manmarziyaan,"Meenal Jain, Yashita Sharma, Yashika Sikka, Rani Kaur &amp; Meghna Mishra",227664,0,3,
0,Kya Dekh Rahe Ho Tum,Taal,Madhu Vaishali,151000,0,0,
0,Kya Hoga,Dedh Ishqiya,Master Saleem,473000,0,0,
0,Kya Kahoon Jaaneman,Namaste England (Original Motion Picture Soundtrack),Mannan Shaah,278000,0,1,
0,Kya Khoya,Khamoshiyan (Original Motion Picture Soundtrack),Naved Jafar,328000,0,0,
0,Kyon,Barfi! (Original Motion Picture Soundtrack),Pritam,266000,5,21,
0,Kyun Na,Coke Studio India Season 3: Episode 6,Amit Trivedi,467000,5,13,
0,Kyun Re,Te3n,Amitabh Bachchan,202000,0,0,
0,Kyun Re,Te3n,Clinton Cerejo,201000,0,0,
0,La La (Backing Track),Led Zeppelin II (Deluxe Edition),Led Zeppelin,249000,1,0,
0,Laaj Sharam (Veere Di Wedding),Veere Di Wedding,"Divya Kumar, Jasleen Royal, Enbee",201000,0,0,
0,Laakad,Omkara,Vishal Bhardwaj,339017,0,0,
0,Laakh Duniya Kahe,Talaash,Ram Sampath,363000,5,13,
0,Laal Ishq,Goliyon Ki Raasleela Ram-leela,Arijit Singh,387291,5,5,
0,Laal Ishq,Ram-Leela (Original Motion Picture Soundtrack),Arijit Singh,387000,0,0,Yes
0,Labon Ka Karobaar,Befikre,Papon,235000,0,0,
0,"Labon Ko (Remix By Dj.Kiran,Dj G,Earl)",Bhool Bhulaiyaa,K.K.,317000,1,0,
0,Labon Ko,Bhool Bhulaiyaa,K.K.,341000,0,1,
0,Laembadgini,Do Gabru - Diljit Dosanjh &amp; Akhil,Diljit Dosanjh,186000,5,20,
0,Lag Gayi Lottery,Fukrey,Ram Sampath,197000,0,0,
0,Lagaan..... Once Upon a Time in India,Lagaan (Original Motion Picture Soundtrack),A.R. Rahman,252000,0,0,
0,Lage Raho Munna Bhai (Remix),Lage Raho Munna Bhai,Shaan,259000,1,0,
0,Lage Raho Munna Bhai,Lage Raho Munna Bhai,Vinod Rathod,265000,5,20,
0,Lahoo Luhaan Zameen Hui,Mirzya - Dare To Love,Daler Mehndi,44000,0,0,
0,Lahu Munh Lag Gaya,Goliyon Ki Raasleela Ram-leela,Shail Hada,300120,5,6,
0,Lahu Munh Lag Gaya,Ram-Leela (Original Motion Picture Soundtrack),Shail Hada,300000,0,2,Yes
0,Laila (Remix by Gourav Das Gupta &amp; Roshan Balu),Shootout At Wadala,Anand Raaj Anand,207000,1,0,
0,Laila Laila (Andhadhun),Andhadhun,Amit Trivedi,203000,5,36,
0,Laila Main Laila,Raees,Pawni Pandey,306000,0,4,
0,Laila,Shootout At Wadala,Anand Raaj Anand,215000,0,2,
0,Lakh Lakh Thora,Mohenjo Daro,A.R. Rahman,180000,0,1,
0,Lakk Mera Hit,Sonu Ke Titu Ki Sweety,Rochak Kohli,234000,0,1,
0,Lakshya,Lakshya (Original Motion Picture Soundtrack),Shankar Ehsaan Loy,375000,5,23,
0,Lala Zula Zalio (Laila Majnu),Laila Majnu,"Frankie, Joi Barua, Sunidhi Chauhan",180000,0,0,
0,Lalkaar,Rang De Basanti (Original Motion Picture Soundtrack),A.R. Rahman,176000,0,2,
0,Lambi Judai,Jannat (Original Motion Picture Soundtrack),Pritam,288000,1,1,
0,Lambiyaan Si Judaiyaan,Raabta,Shadab,238000,0,6,
0,Lamhe Guzar Gaye (Piku),Piku,Anupam Roy,258000,0,1,
0,Lat Lag Gayee,Race 2,Shalmali Kholgade,280000,0,2,
0,Latoo,Ghajini,Shreya Ghoshal,268000,0,0,
0,Leave Me Alone (2012 Remaster),Bad (Remastered),Michael Jackson,280000,0,0,
0,Let It Be (Remastered),Let It Be (Remastered),The Beatles,243000,0,1,
0,Let Me Put My Love Into You,Back In Black,AC/DC,255000,0,0,
0,Lets Rock Soniye (Remix By Pritam),Bhool Bhulaiyaa,Tulsi Kumar,264000,1,2,
0,Lets Rock Soniye,Bhool Bhulaiyaa,Tulsi Kumar,264000,0,0,
0,Let&#39;s Break Up,Dear Zindagi (Original Motion Picture Soundtrack),Amit Trivedi,245000,0,0,
0,Let&#39;s Nacho,Kapoor &amp; Sons (Since 1921) (Original Motion Picture Soundtrack),Nucleya,215000,0,3,
0,Liberian Girl (2012 Remastered Version),Bad (Remastered),Michael Jackson,232000,0,0,
0,Life&#39;s A Bitch,Detective Byomkesh Bakshy,Akshay De,215000,1,2,
0,Lithium,Nevermind,Nirvana,257000,0,1,
0,Living Loving Maid (She&#39;s Just A Woman) [Backing Track],Led Zeppelin II (Deluxe Edition),Led Zeppelin,191000,1,0,
0,Living Loving Maid (She&#39;s Just A Woman),Led Zeppelin II (Deluxe Edition),Led Zeppelin,159000,0,0,
0,Locha-E-Ulfat,2 States,Benny Dayal,288000,0,1,
0,London Thumakda,Queen,Neha Kakkar,230000,5,15,
0,Loonga Loonga,Gangs Of Wasseypur,Baal Party,172000,0,2,
0,Lootnewale (Reprise),Matru Ki Bijlee Ka Mandola (Original Motion Picture Soundtrack),Vishal Bhardwaj,119000,0,0,
0,Lootnewale,Matru Ki Bijlee Ka Mandola (Original Motion Picture Soundtrack),Vishal Bhardwaj,246000,0,0,
0,Lounge Act,Nevermind,Nirvana,156000,0,0,
0,Love Is A Dare - Instrumental,Befikre,Vishal and Shekhar,227000,0,0,
0,Love Is A Waste Of Time,Pk,Sonu Nigam,270000,0,2,
0,Love Ki Ghanti (Remix By Mikey Mccleary),Besharam,Ranbir Kapoor,218000,1,0,
0,Love Ki Ghanti,Besharam,Ranbir Kapoor,218000,5,10,
0,Love You Zindagi (Club Mix),Dear Zindagi (Original Motion Picture Soundtrack),Amit Trivedi,214000,1,1,
0,Love You Zindagi,Dear Zindagi (Original Motion Picture Soundtrack),Amit Trivedi,232000,0,3,
0,"Lovely (Dance Remix)[Remix By Sickkick,Dr. Zeus]",Happy New Year,Kanika Kapoor,183000,1,0,
0,Lovely (House Remix)[Remix By Dj Shillpi],Happy New Year,Kanika Kapoor,223000,1,1,
0,Lovely Rita (Remastered),Sgt. Pepper&#39;s Lonely Hearts Club Band (Remastered),The Beatles,162000,0,1,
0,Lovely,Happy New Year,Kanika Kapoor,220000,0,0,
0,Lucky Boy,Bachna Ae Haseeno,Sunidhi Chauhan,253000,0,3,Yes
0,Lucky Tu Lucky Me,Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack),Benny Dayal,203000,0,1,
0,Lucy In The Sky With Diamonds (Remastered),Sgt. Pepper&#39;s Lonely Hearts Club Band (Remastered),The Beatles,208000,0,4,
0,Luka Chuppi,Rang De Basanti (Original Motion Picture Soundtrack),A.R. Rahman,396000,5,13,
0,Luni Hasi (Female Version),Luv Shuv Tey Chicken Khurana,Amit Trivedi,293000,0,1,
0,Luni Hasi (Male Version),Luv Shuv Tey Chicken Khurana,Amit Trivedi,224000,5,5,
0,Luv Shuv Tey Chicken Khurana Theme (Instrumental),Luv Shuv Tey Chicken Khurana,Amit Trivedi,163000,0,1,
0,Luv Shuv Tey Chicken Khurana,Luv Shuv Tey Chicken Khurana,Amit Trivedi,263000,0,1,
0,M Bole To (Munnabhai MBBS / Soundtrack Version),Munnabhai MBBS (OST),Vinod Rathod,499000,0,3,
0,Maa Da Laadla,Dostana (Original Motion Picture Soundtrack),Vishal &amp; Shekhar,245000,0,1,
0,Maa Ka Phone,Khoobsurat,Priya Panchal,247000,0,0,
0,Maa Tumhe Yaad Hain (Dialogues),Dilwale Dulhania Le Jayenge (Original Motion Picture Soundtrack),Kajol,322000,1,0,
0,Maa,Taare Zameen Par,Shankar Mahadevan,310000,5,10,
0,Maahi Ve,Highway,A.R. Rahman,240000,5,17,
0,Madari,Rock @ Coke Studio India,Clinton Cerejo,463000,0,1,
0,Maggie Mae (Remastered),Let It Be (Remastered),The Beatles,40000,0,0,
0,Magical Mystery Tour (Remastered),Magical Mystery Tour (Remastered),The Beatles,170000,0,3,
0,Mahi Mennu (Sad Version),Dev D,Labh Janjua,79000,0,9,
0,Mahi Mennu,Dev D,Labh Janjua,172000,5,37,
0,Mahi Ve,Doorie,Atif Aslam,270000,0,3,
0,Mahi Ve,Finding Fanny (Original Motion Picture Soundtrack),Mathias Duplessy,184000,0,1,
0,Main Agar Kahoon,Om Shanti Om,Sonu Nigam,308000,5,25,
0,Main Aisa Kyon Hoon,Lakshya (Original Motion Picture Soundtrack),Shankar Ehsaan Loy,274000,5,14,
0,Main Badhiya Tu Bhi Badhiya,Sanju,Sunidhi Chauhan,274000,0,0,
